Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core,Year
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,74,7319,6515,7516,5490,2015
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,75,7353,6625,7297,5490,2015
Wellington Institute of Technology,www.weltec.ac.nz,76,7717,6750,4617,5490,2015
Guam Community College,www.guamcc.edu,77,7878,8040,5577,5490,2015
Chisholm Institute,www.chisholm.edu.au,78,7924,8573,11013,5490,2015
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,79,7940,8115,8428,5490,2015
Careers Australia College of Healthcare,www.careersaustralia.edu.au,80,7996,8030,8473,5490,2015
Bay of Plenty Polytechnic Tauranga,www.boppoly.ac.nz,81,8185,7180,7422,5490,2015
Nature Care College,www.naturecare.com.au,82,8235,7474,5226,5490,2015
Moore Theological College,www.moore.edu.au,83,8310,8559,8628,5490,2015
Southern Institute of Technology,www.sit.ac.nz,84,8324,6631,9938,5490,2015
Kangan Batman Institute,www.kangan.edu.au,85,8409,7403,8960,5490,2015
Avondale College,www.avondale.edu.au,86,8500,8485,6970,5490,2015
American Samoa Community College,www.amsamoa.edu,87,8892,12296,9887,4569,2015
University of Papua New Guinea,www.upng.ac.pg,88,8912,10775,20538,3191,2015
Melbourne Business School,www.mbs.edu,89,9272,5992,17080,5490,2015
William Angliss Institute,www.angliss.edu.au,90,9318,7827,13739,5490,2015
National Institute of Dramatic Art,www.nida.edu.au,91,9595,8368,13481,5490,2015
Melbourne College of Advanced Education,www.cae.edu.au,92,9626,9500,9106,5490,2015
Divine Word University,www.dwu.ac.pg,93,9634,12201,10448,4569,2015
Christian Heritage College   ,www.chc.edu.au,94,9878,8738,8161,5490,2015
(4)  ACS Distance Education,www.acs.edu.au,95,9905,8405,13455,5490,2015
Endeavour College of Natural Health,www.endeavour.edu.au,96,9951,9348,6939,5490,2015
Taylors College,www.taylorscollege.edu.au,97,10108,7933,12358,5490,2015
Batchelor Institute of Indigenous Tertiary Education,www.batchelor.edu.au,98,10197,10360,8030,5490,2015
Menzies School of Health Research,www.menzies.edu.au,99,10214,10315,6739,5490,2015
International College of Management Sydney,www.icms.edu.au,100,10475,8593,13285,5490,2015
University of Melbourne,www.unimelb.edu.au,1,69,131,114,30,2016
University of Queensland,www.uq.edu.au,2,73,158,84,39,2016
Australian National University,www.anu.edu.au,3,89,84,64,132,2016
University of New South Wales,www.unsw.edu.au,4,91,132,130,57,2016
University of Sydney,sydney.edu.au,5,107,235,80,33,2016
University of Adelaide,www.adelaide.edu.au,6,162,187,121,182,2016
University of Auckland,www.auckland.ac.nz,7,180,229,156,196,2016
University of Western Australia,www.uwa.edu.au,8,186,299,177,121,2016
Monash University,www.monash.edu,9,198,448,152,59,2016
Macquarie University,www.mq.edu.au,10,321,435,137,362,2016
Curtin University of Technology,www.curtin.edu.au,11,326,385,305,299,2016
University of Wollongong,www.uow.edu.au,12,350,460,229,348,2016
Queensland University of Technology,www.qut.edu.au,13,350,505,256,314,2016
Massey University,www.massey.ac.nz,14,360,215,348,618,2016
University of Otago,www.otago.ac.nz,15,366,518,366,308,2016
Griffith University,www.griffith.edu.au,16,371,525,349,316,2016
University of Technology Sydney,www.uts.edu.au,17,373,513,253,388,2016
RMIT University,www.rmit.edu.au,18,389,397,482,466,2016
Deakin University,www.deakin.edu.au,19,417,583,357,341,2016
University of Newcastle,www.newcastle.edu.au,20,428,675,277,350,2016
University of Tasmania,www.utas.edu.au,21,445,581,380,450,2016
University of Canterbury,www.canterbury.ac.nz,22,468,568,532,541,2016
La Trobe University,www.latrobe.edu.au,23,478,558,451,513,2016
University of South Australia,www.unisa.edu.au,24,487,825,310,403,2016
Victoria University of Wellington,www.victoria.ac.nz,25,528,555,566,639,2016
James Cook University,www.jcu.edu.au,26,541,941,314,444,2016
Flinders University,www.flinders.edu.au,27,559,898,401,517,2016
University of Western Sydney,www.uws.edu.au,28,602,1132,354,483,2016
University of Waikato,www.waikato.ac.nz,29,620,624,219,925,2016
University of New England Australia,www.une.edu.au,30,655,639,672,889,2016
Murdoch University,www.murdoch.edu.au,31,675,865,658,786,2016
Charles Sturt University,www.csu.edu.au,32,748,799,918,935,2016
Victoria University,www.vu.edu.au,33,797,1508,562,795,2016
University of Southern Queensland,www.usq.edu.au,34,801,841,666,1206,2016
Edith Cowan University,www.ecu.edu.au,35,805,1425,571,977,2016
Auckland University of Technology,www.aut.ac.nz,36,943,1482,609,1027,2016
University of Canberra,www.canberra.edu.au,37,951,1269,557,1218,2016
Australian Catholic University,www.acu.edu.au,38,1020,1631,602,1196,2016
Southern Cross University,scu.edu.au,39,1054,1714,887,1135,2016
Central Queensland University CQUniversity,www.cqu.edu.au,40,1095,1793,901,1230,2016
Charles Darwin University,www.cdu.edu.au,41,1187,2583,924,1020,2016
Lincoln University Canterbury,www.lincoln.ac.nz,42,1217,2384,1146,1368,2016
Bond University,www.bond.edu.au,43,1293,1733,1102,1521,2016
Swinburne University of Technology,www.swinburne.edu.au,44,1311,1125,4121,543,2016
Federation University Australia,federation.edu.au,45,1526,3010,997,1639,2016
University of the Sunshine Coast,www.usc.edu.au,46,1535,3417,1029,1425,2016
University of the South Pacific,www.usp.ac.fj,47,1801,2880,1842,2340,2016
University of Notre Dame Australia,www.nd.edu.au,48,1826,3657,1696,1727,2016
Unitec New Zealand,www.unitec.ac.nz,49,2277,3103,2556,3204,2016
University of Guam / Unibetsedat Guahan,www.uog.edu,50,3273,4838,4121,2883,2016
Otago Polytechnic,www.op.ac.nz,51,3483,4451,3324,4512,2016
University of Papua New Guinea,www.upng.ac.pg,52,4167,8953,4121,3086,2016
Université de la Nouvelle Calédonie,www.univ-nc.nc,53,4283,8862,3484,4706,2016
TAFE NSW Degrees,www.tafensw.edu.au,54,4337,1870,4121,5824,2016
Université de la Polynesie Française Tahiti,www.upf.pf,55,4367,8921,2850,4512,2016
Fiji National University,www.fnu.ac.fj,56,4463,13145,3812,3529,2016
Waikato Institute of Technology,www.wintec.ac.nz,57,4533,5411,4113,4706,2016
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,58,4571,5144,3017,5824,2016
Ara Institute of Canterbury (formerly Christchurch Polytechnic Institute of Technology),www.ara.ac.nz,59,5013,5403,3960,5824,2016
Open Colleges,www.opencolleges.edu.au,60,5426,2663,4121,5824,2016
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,61,6187,8606,3860,5824,2016
Menzies School of Health Research,www.menzies.edu.au,62,6285,10092,1882,5824,2016
Chisholm Institute,www.chisholm.edu.au,63,6377,5168,4121,5824,2016
Australian Film Television and Radio School,www.aftrs.edu.au,64,6733,6207,4121,5824,2016
Australian Maritime College,www.amc.edu.au,65,6846,6707,4121,5269,2016
Adelaide Institute of TAFE,www.tafesa.edu.au,66,6871,5680,4121,5824,2016
Universal College of Learning,www.ucol.ac.nz,67,6977,7966,4121,4952,2016
Australian Defence Force Academy at UNSW,www.unsw.adfa.edu.au,68,7019,4789,4121,5824,2016
College of Micronesia FSM,www.comfsm.fm,69,7526,7869,4121,5824,2016
Moore Theological College,www.moore.edu.au,70,7766,8083,4121,5824,2016
Papua New Guinea University of Technology,www.unitech.ac.pg,71,7910,9149,3542,5824,2016
The Tax Institute,www.taxinstitute.com.au,72,8089,7560,4121,5824,2016
Manukau Institute of Technology,www.manukau.ac.nz,73,8119,6112,4121,5824,2016
Whitireia Polytechnic,www.whitireia.ac.nz,74,8272,6527,4121,5824,2016
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,75,8462,7150,4121,5824,2016
National University of Samoa,www.nus.edu.ws,76,8489,7078,4121,5269,2016
SAE Institute Qantm College,sae.edu.au,77,8597,8346,4121,5824,2016
Canberra Institute of Technology,cit.edu.au,78,8693,7040,4121,5824,2016
(1)  TAFE Queensland,tafeqld.edu.au,79,8916,7748,4121,5824,2016
Southern Institute of Technology,www.sit.ac.nz,80,9111,7160,4121,5824,2016
(3) Melbourne Business School,mbs.edu,81,9122,6797,4121,5824,2016
Sydney Institute Colleges TAFE NSW,sydneytafe.edu.au,82,9147,7580,4121,5824,2016
Australian College of Physical Education,www.acpe.edu.au,83,9356,6756,4121,5824,2016
William Angliss Institute,www.angliss.edu.au,84,9392,7839,4121,5824,2016
National Institute of Dramatic Art,www.nida.edu.au,85,9412,8540,4121,5824,2016
Wellington Institute of Technology,www.weltec.ac.nz,86,9419,7701,4121,5824,2016
Divine Word University,www.dwu.ac.pg,87,9431,13032,4121,4512,2016
Kangan Batman Institute,www.kangan.edu.au,88,9448,8067,4121,5824,2016
Waiariki Institute of Technology,www.waiariki.ac.nz,89,9528,7875,4121,5824,2016
Blue Mountains (Australian) International Hotel Management School,www.bluemountains.edu.au,90,9595,9321,4121,5269,2016
Box Hill Institute,www.boxhill.edu.au,91,9725,7241,4121,5824,2016
Avondale College,www.avondale.edu.au,92,9847,9016,4121,5824,2016
Bay of Plenty Polytechnic Tauranga,www.boppoly.ac.nz,93,9942,8588,4121,5824,2016
Media Design School Auckland,www.mediadesignschool.com,94,9991,8245,4121,5824,2016
American Samoa Community College,www.amsamoa.edu,95,10232,12946,4121,4952,2016
Australia College of Nursing,www.acn.edu.au,96,10353,8640,4121,5824,2016
ACS Distance Education,www.acs.edu.au,97,10546,8951,4121,5824,2016
Guam Community College,www.guamcc.edu,98,10610,9639,4121,5824,2016
Batchelor Institute of Indigenous Tertiary Education,www.batchelor.edu.au,99,10659,9766,4121,5824,2016
Perth Central Metropolitan College TAFE,central.wa.edu.au,100,10748,9217,4121,5824,2016
University of Melbourne,www.unimelb.edu.au,1,59,111,98,26,2017
University of New South Wales,www.unsw.edu.au,2,63,89,92,52,2017
University of Queensland,www.uq.edu.au,3,63,116,77,37,2017
Australian National University,www.anu.edu.au,4,74,73,73,131,2017
University of Sydney,sydney.edu.au,5,76,193,85,30,2017
Monash University,www.monash.edu,6,102,241,132,57,2017
University of Adelaide,www.adelaide.edu.au,7,125,149,128,149,2017
University of Western Australia,www.uwa.edu.au,8,142,208,176,115,2017
University of Auckland,www.auckland.ac.nz,9,164,185,129,195,2017
Curtin University of Technology,www.curtin.edu.au,10,244,226,301,275,2017
Macquarie University,www.mq.edu.au,11,279,290,196,340,2017
Queensland University of Technology,www.qut.edu.au,12,298,377,270,296,2017
University of Wollongong,www.uow.edu.au,13,317,406,274,329,2017
Griffith University,www.griffith.edu.au,14,318,430,408,285,2017
University of Technology Sydney,www.uts.edu.au,15,341,422,290,357,2017
University of Otago,www.otago.ac.nz,16,346,473,343,317,2017
RMIT University,www.rmit.edu.au,17,354,328,412,413,2017
Deakin University,www.deakin.edu.au,18,355,559,293,297,2017
University of Newcastle,www.newcastle.edu.au,19,382,596,255,346,2017
University of South Australia,www.unisa.edu.au,20,413,618,422,390,2017
University of Tasmania,www.utas.edu.au,21,418,587,380,428,2017
La Trobe University,www.latrobe.edu.au,22,432,508,372,492,2017
James Cook University,www.jcu.edu.au,23,460,771,296,437,2017
University of Canterbury,www.canterbury.ac.nz,24,469,527,525,554,2017
Flinders University,www.flinders.edu.au,25,496,722,424,495,2017
Victoria University of Wellington,www.victoria.ac.nz,26,501,520,494,647,2017
Massey University,www.massey.ac.nz,27,502,568,425,614,2017
Western Sydney University,www.westernsydney.edu.au,28,554,949,573,463,2017
University of Waikato,www.waikato.ac.nz,29,620,529,267,944,2017
Murdoch University,www.murdoch.edu.au,30,658,745,588,761,2017
Charles Sturt University,www.csu.edu.au,31,730,668,978,927,2017
University of New England Australia,www.une.edu.au,32,743,804,684,898,2017
Victoria University,www.vu.edu.au,33,800,1244,728,795,2017
Swinburne University of Technology,www.swinburne.edu.au,34,814,881,5675,540,2017
University of Canberra,www.canberra.edu.au,35,826,877,630,1044,2017
Edith Cowan University,www.ecu.edu.au,36,840,1182,750,909,2017
University of Southern Queensland,www.usq.edu.au,37,879,874,759,1195,2017
Auckland University of Technology,www.aut.ac.nz,38,912,1365,699,964,2017
Australian Catholic University,www.acu.edu.au,39,917,1430,608,991,2017
Southern Cross University,scu.edu.au,40,980,1228,1013,1111,2017
Central Queensland University CQUniversity,www.cqu.edu.au,41,1036,1503,896,1116,2017
Bond University,www.bond.edu.au,42,1150,1381,818,1433,2017
Charles Darwin University,www.cdu.edu.au,43,1257,2285,885,1228,2017
Lincoln University Canterbury,www.lincoln.ac.nz,44,1364,2152,1226,1395,2017
University of the Sunshine Coast,www.usc.edu.au,45,1400,2603,1033,1331,2017
Federation University Australia,federation.edu.au,46,1489,2523,871,1575,2017
University of Notre Dame Australia,www.nd.edu.au,47,1757,3173,1811,1716,2017
University of the South Pacific,www.usp.ac.fj,48,1983,3058,2226,2384,2017
Unitec New Zealand,www.unitec.ac.nz,49,2467,3008,3032,2961,2017
Menzies School of Health Research,www.menzies.edu.au,50,2470,8996,1667,1512,2017
University of Guam / Unibetsedat Guahan,www.uog.edu,51,2759,4391,2731,3012,2017
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,52,3612,6169,3683,3843,2017
Otago Polytechnic,www.op.ac.nz,53,3846,5343,4263,4285,2017
Fiji National University,www.fnu.ac.fj,54,4109,12083,2466,3625,2017
Manukau Institute of Technology,www.manukau.ac.nz,55,4438,5807,6057,4539,2017
(1) Université de la Nouvelle Calédonie,univ-nc.nc,56,4689,8900,4733,4539,2017
University of Papua New Guinea,www.upng.ac.pg,57,4730,10664,8663,3142,2017
Université de la Polynésie Française,www.upf.pf,58,5012,8276,3523,4921,2017
(3) Melbourne Business School,mbs.edu,59,5070,5637,1303,5789,2017
Waikato Institute of Technology,www.wintec.ac.nz,60,5200,5580,8504,4921,2017
Open Colleges,www.opencolleges.edu.au,61,5573,2021,9491,5789,2017
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,62,5617,6533,3403,5789,2017
TAFE NSW Degrees,www.tafensw.edu.au,63,5841,2423,9491,5789,2017
Australian Maritime College,www.amc.edu.au,64,6013,6010,7765,5254,2017
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,65,6205,7405,4771,5789,2017
William Angliss Institute,www.angliss.edu.au,66,6890,7900,5564,5789,2017
Avondale College,www.avondale.edu.au,67,7084,8326,5799,5789,2017
Universal College of Learning,www.ucol.ac.nz,68,7141,7813,9491,4921,2017
Auckland Institute of Studies,www.ais.ac.nz,69,7360,8354,6187,5789,2017
Australian Defence Force Academy at UNSW,www.unsw.adfa.edu.au,70,7507,4396,9491,5789,2017
Whitireia Polytechnic,www.whitireia.ac.nz,71,7540,6949,8250,5789,2017
Ara Institute of Canterbury (formerly Christchurch Polytechnic Institute of Technology),www.ara.ac.nz,72,7754,5151,9491,5789,2017
Endeavour College of Natural Health,www.endeavour.edu.au,73,7772,9004,6528,5789,2017
Divine Word University,www.dwu.ac.pg,74,7784,11455,9491,4539,2017
Batchelor Institute of Indigenous Tertiary Education,www.batchelor.edu.au,75,8008,9872,5150,5789,2017
Australian College of Applied Psychology,www.acap.edu.au,76,8032,10201,4694,5789,2017
Australian Film Television and Radio School,www.aftrs.edu.au,77,8081,5612,9491,5789,2017
Melbourne Polytechnic,www.melbournepolytechnic.edu.au,78,8145,9940,6881,5789,2017
Adelaide Institute of TAFE,www.tafesa.edu.au,79,8275,5379,9491,5789,2017
Regent International Education Group,www.regent.ac.nz,80,8388,5253,9491,5789,2017
College of Micronesia FSM,www.comfsm.fm,81,8409,6776,9491,5789,2017
Canberra Institute of Technology,cit.edu.au,82,8695,6423,9491,5789,2017
Australian Institute of Business,www.aib.edu.au,83,8707,8490,8504,5789,2017
Papua New Guinea University of Technology,www.unitech.ac.pg,84,8727,10783,5685,5789,2017
Sydney Institute Colleges TAFE NSW,sydneytafe.edu.au,85,9057,6893,9491,5789,2017
International College of Management Sydney,www.icms.edu.au,86,9376,8047,9491,5789,2017
National Institute of Dramatic Art,www.nida.edu.au,87,9394,7333,9491,5789,2017
SAE Institute Qantm College,sae.edu.au,88,9465,7416,9491,5789,2017
Kangan Batman Institute,www.kangan.edu.au,89,9516,6976,9491,5789,2017
Chisholm Institute,www.chisholm.edu.au,90,9633,6714,9491,5789,2017
Melbourne Institute of Technology,www.mit.edu.au,91,9729,10187,7740,5789,2017
Box Hill Institute,www.boxhill.edu.au,92,9729,6655,9491,5789,2017
Australia College of Nursing,www.acn.edu.au,93,9741,7666,9491,5789,2017
Southern Institute of Technology,www.sit.ac.nz,94,9800,6953,9491,5789,2017
University of Fiji,www.unifiji.ac.fj,95,9907,13727,3792,5789,2017
The Tax Institute,www.taxinstitute.com.au,96,9964,8139,9491,5789,2017
Wellington Institute of Technology,www.weltec.ac.nz,97,10110,7489,9491,5789,2017
INSEARCH,www.insearch.edu.au,98,10159,9121,8840,5789,2017
Media Design School Auckland,www.mediadesignschool.com,99,10180,7351,9491,5789,2017
(1) TAFE Queensland,tafeqld.edu.au,100,10709,8623,9491,5789,2017
University of Melbourne,www.unimelb.edu.au,1,60,106,58,26,2018
University of Queensland,www.uq.edu.au,2,65,110,79,36,2018
University of New South Wales,www.unsw.edu.au,3,67,93,89,56,2018
Australian National University,www.anu.edu.au,4,70,72,78,127,2018
University of Sydney,sydney.edu.au,5,79,174,100,27,2018
Monash University,www.monash.edu,6,97,231,64,55,2018
University of Adelaide,www.adelaide.edu.au,7,126,143,134,129,2018
University of Western Australia,www.uwa.edu.au,8,145,202,180,112,2018
University of Auckland,www.auckland.ac.nz,9,155,183,131,188,2018
Curtin University of Technology,www.curtin.edu.au,10,235,236,266,255,2018
Queensland University of Technology,www.qut.edu.au,11,266,310,254,282,2018
Macquarie University,www.mq.edu.au,12,267,280,209,331,2018
University of Technology Sydney,www.uts.edu.au,13,300,336,279,323,2018
University of Wollongong,www.uow.edu.au,14,302,376,257,299,2018
Griffith University,www.griffith.edu.au,15,306,397,426,263,2018
RMIT University,www.rmit.edu.au,16,306,254,405,384,2018
Deakin University,www.deakin.edu.au,17,325,447,291,278,2018
University of Otago,www.otago.ac.nz,18,335,414,259,339,2018
University of Newcastle,www.newcastle.edu.au,19,364,484,252,344,2018
University of South Australia,www.unisa.edu.au,20,381,491,374,381,2018
University of Tasmania,www.utas.edu.au,21,405,516,394,413,2018
La Trobe University,www.latrobe.edu.au,22,417,449,370,475,2018
James Cook University,www.jcu.edu.au,23,443,673,302,434,2018
University of Canterbury,www.canterbury.ac.nz,24,449,464,434,570,2018
Flinders University,www.flinders.edu.au,25,464,629,388,477,2018
Massey University,www.massey.ac.nz,26,481,474,432,611,2018
Western Sydney University,www.westernsydney.edu.au,27,567,1034,689,447,2018
University of Waikato,www.waikato.ac.nz,28,599,507,191,947,2018
Murdoch University,www.murdoch.edu.au,29,626,662,582,756,2018
Charles Sturt University,www.csu.edu.au,30,683,556,921,925,2018
University of New England Australia,www.une.edu.au,31,707,732,676,878,2018
Australian Catholic University,www.acu.edu.au,32,741,1149,150,856,2018
Victoria University,www.vu.edu.au,33,761,1070,722,787,2018
University of Canberra,www.canberra.edu.au,34,776,757,629,1007,2018
Edith Cowan University,www.ecu.edu.au,35,779,938,661,911,2018
Swinburne University of Technology,www.swinburne.edu.au,36,793,913,5368,526,2018
Auckland University of Technology,www.aut.ac.nz,37,833,1110,727,930,2018
University of Southern Queensland,www.usq.edu.au,38,859,881,600,1205,2018
Southern Cross University,www.scu.edu.au,39,906,1026,924,1082,2018
Central Queensland University CQUniversity,www.cqu.edu.au,40,976,1242,943,1142,2018
Bond University,www.bond.edu.au,41,1071,1156,787,1430,2018
Victoria University of Wellington,www.victoria.ac.nz,42,1075,479,10778,649,2018
Charles Darwin University,www.cdu.edu.au,43,1150,1715,917,1241,2018
University of the Sunshine Coast,www.usc.edu.au,44,1257,2101,926,1256,2018
Lincoln University Canterbury,www.lincoln.ac.nz,45,1289,1825,893,1463,2018
University of Notre Dame Australia,www.nd.edu.au,46,1764,3054,1874,1669,2018
University of the South Pacific,www.usp.ac.fj,47,1929,2804,1973,2316,2018
Menzies School of Health Research,www.menzies.edu.au,48,2308,8465,928,1463,2018
Unitec New Zealand,www.unitec.ac.nz,49,2558,2777,2319,3220,2018
University of Guam / Unibetsedat Guahan,www.uog.edu,50,2978,3988,4863,3171,2018
Australian Maritime College,www.amc.edu.au,51,3469,5787,6538,3076,2018
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,52,3673,4439,3524,4311,2018
Federation University Australia,federation.edu.au,53,4095,2007,831,6008,2018
Fiji National University,www.fnu.ac.fj,54,4219,11811,2149,3847,2018
Manukau Institute of Technology,www.manukau.ac.nz,55,4254,5509,5781,4548,2018
Otago Polytechnic,www.op.ac.nz,56,4506,6149,4448,4895,2018
TAFE NSW Degrees,www.tafensw.edu.au,57,4513,1654,5902,6008,2018
Université de la Polynésie Française,www.upf.pf,58,4613,7857,3373,4895,2018
Ara Institute of Canterbury (formerly Christchurch Polytechnic Institute of Technology),www.ara.ac.nz,59,4689,7280,5661,4752,2018
University of Papua New Guinea,www.upng.ac.pg,60,4937,10650,9773,3473,2018
Waikato Institute of Technology,www.wintec.ac.nz,61,5094,4929,8013,5276,2018
(3) Melbourne Business School,mbs.edu,62,5127,5038,1284,6008,2018
Open Colleges,www.opencolleges.edu.au,63,5822,1550,10778,6008,2018
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,64,5847,5989,4201,6008,2018
Alphacrucis College (Harvest Bible College),study.ac.edu.au,65,6192,6574,4690,6008,2018
Divine Word University,www.dwu.ac.pg,66,6195,10809,9610,4752,2018
Universal College of Learning,www.ucol.ac.nz,67,6258,7464,9472,5276,2018
Canberra Institute of Technology,cit.edu.au,68,6601,5753,7872,6008,2018
Whitireia Polytechnic,www.whitireia.ac.nz,69,6690,6218,7153,6008,2018
Avondale College,www.avondale.edu.au,70,6709,7810,5423,6008,2018
William Angliss Institute,www.angliss.edu.au,71,6719,7872,5084,6008,2018
Melbourne Polytechnic,www.melbournepolytechnic.edu.au,72,6873,8296,5146,6008,2018
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,73,7024,7709,6344,6008,2018
Australian Institute of Business,www.aib.edu.au,74,7292,7737,6920,6008,2018
Endeavour College of Natural Health,www.endeavour.edu.au,75,7418,8680,5605,6008,2018
Australian College of Applied Psychology,www.acap.edu.au,76,7577,9929,4599,6008,2018
College of Micronesia FSM,www.comfsm.fm,77,7765,5479,10778,6008,2018
Adelaide Institute of TAFE,www.tafesa.edu.au,78,7929,4761,10778,6008,2018
Melbourne Institute of Technology,www.mit.edu.au,79,7946,9532,6248,6008,2018
Torrens University Australia,www.torrens.edu.au,80,7972,6997,10778,5562,2018
Australian College of Physical Education,www.acpe.edu.au,81,8035,9094,7375,6008,2018
TAFE Queensland,tafeqld.edu.au,82,8100,4904,10778,6008,2018
Sydney Institute Colleges TAFE NSW,sydneytafe.edu.au,83,8442,5195,10778,6008,2018
Australian Film Television and Radio School,www.aftrs.edu.au,84,8442,5320,10778,6008,2018
Toi Ohomai Institute of Technology,toiohomai.ac.nz,85,8457,10512,5583,6008,2018
Auckland Institute of Studies,www.ais.ac.nz,86,8457,7442,9711,6008,2018
Kangan Batman Institute,www.kangan.edu.au,87,8659,5505,10778,6008,2018
Batchelor Institute of Indigenous Tertiary Education,www.batchelor.edu.au,88,8663,10546,6527,6008,2018
Victorian Institute of Forensic Medicine,www.vifm.org,89,8693,10856,5563,6008,2018
Monash College,www.monashcollege.edu.au,90,8792,9514,7596,6008,2018
American Samoa Community College,www.amsamoa.edu,91,9145,11961,10778,5051,2018
International College of Management Sydney,www.icms.edu.au,92,9248,6961,10778,6008,2018
Holmes Institute,www.holmes.edu.au,93,9287,9520,7857,6008,2018
INSEARCH,www.insearch.edu.au,94,9301,8617,9158,6008,2018
(4) ACS Distance Education,www.acs.edu.au,95,9318,6211,10778,6008,2018
Box Hill Institute,www.boxhill.edu.au,96,9478,6279,10778,6008,2018
Southern Institute of Technology,www.sit.ac.nz,97,9478,6323,10778,6008,2018
National Institute of Dramatic Art,www.nida.edu.au,98,9555,6603,10778,6008,2018
National University of Samoa,www.nus.edu.ws,99,9572,11648,6291,6008,2018
Papua New Guinea University of Technology,www.unitech.ac.pg,100,9649,10643,8340,6008,2018
University of Melbourne,www.unimelb.edu.au,1,46,88,60,27,2019
University of Queensland,www.uq.edu.au,2,54,97,58,36,2019
University of New South Wales,www.unsw.edu.au,3,55,80,69,50,2019
University of Sydney,sydney.edu.au,4,68,136,64,24,2019
Australian National University,www.anu.edu.au,5,71,69,75,131,2019
Monash University,www.monash.edu,6,79,168,49,47,2019
University of Adelaide,www.adelaide.edu.au,7,100,129,96,123,2019
University of Auckland,www.auckland.ac.nz,8,153,188,130,179,2019
University of Western Australia,www.uwa.edu.au,9,166,173,823,116,2019
Queensland University of Technology,www.qut.edu.au,10,205,215,206,256,2019
Macquarie University,www.mq.edu.au,11,221,212,174,299,2019
Curtin University of Technology,www.curtin.edu.au,12,229,287,197,223,2019
University of Wollongong,www.uow.edu.au,13,246,263,250,286,2019
Griffith University,www.griffith.edu.au,14,254,323,225,242,2019
RMIT University,www.rmit.edu.au,15,255,201,319,345,2019
Deakin University,www.deakin.edu.au,16,263,347,260,239,2019
University of Technology Sydney,www.uts.edu.au,17,310,279,1003,275,2019
University of Newcastle,www.newcastle.edu.au,18,312,383,247,322,2019
University of Otago,www.otago.ac.nz,19,329,422,245,339,2019
University of Tasmania,www.utas.edu.au,20,358,444,264,392,2019
University of South Australia,www.unisa.edu.au,21,370,460,327,372,2019
La Trobe University,www.latrobe.edu.au,22,380,432,293,437,2019
James Cook University,www.jcu.edu.au,23,389,465,276,439,2019
Flinders University,www.flinders.edu.au,24,405,470,324,466,2019
Western Sydney University,www.westernsydney.edu.au,25,432,611,445,418,2019
University of Canterbury,www.canterbury.ac.nz,26,444,446,507,568,2019
Massey University,www.massey.ac.nz,27,492,491,436,632,2019
Murdoch University,www.murdoch.edu.au,28,589,626,476,749,2019
University of Waikato,www.waikato.ac.nz,29,611,453,530,955,2019
Charles Sturt University,www.csu.edu.au,30,642,544,645,919,2019
Victoria University,www.vu.edu.au,31,658,725,691,756,2019
University of New England Australia,www.une.edu.au,32,669,613,566,911,2019
University of Canberra,www.canberra.edu.au,33,730,707,683,947,2019
Australian Catholic University,www.acu.edu.au,34,749,1080,607,772,2019
Auckland University of Technology,www.aut.ac.nz,35,766,1000,609,876,2019
University of Southern Queensland,www.usq.edu.au,36,792,782,849,1072,2019
Southern Cross University,www.scu.edu.au,37,803,814,766,1047,2019
Central Queensland University CQUniversity,www.cqu.edu.au,38,912,1137,825,1067,2019
Charles Darwin University,www.cdu.edu.au,39,940,1006,951,1261,2019
Victoria University of Wellington,www.victoria.ac.nz,40,1032,456,8602,669,2019
University of the Sunshine Coast,www.usc.edu.au,41,1044,1685,785,1146,2019
Bond University,bond.edu.au,42,1073,1119,1193,1415,2019
Edith Cowan University,www.ecu.edu.au,43,1125,3509,656,847,2019
Federation University Australia,federation.edu.au,44,1126,1588,1053,1253,2019
Swinburne University of Technology,www.swinburne.edu.au,45,1132,826,8602,502,2019
Lincoln University Canterbury,www.lincoln.ac.nz,46,1285,1890,1023,1516,2019
University of Notre Dame Australia,www.nd.edu.au,47,1735,3155,1947,1618,2019
University of the South Pacific,www.usp.ac.fj,48,1831,2986,1817,2228,2019
Unitec New Zealand,www.unitec.ac.nz,49,2250,2425,2949,3202,2019
Menzies School of Health Research,www.menzies.edu.au,50,2416,8230,1499,1520,2019
University of Guam / Unibetsedat Guahan,www.uog.edu,51,2900,3095,4602,3399,2019
Otago Polytechnic,www.op.ac.nz,52,3903,4303,4522,4607,2019
Australian Maritime College,www.amc.edu.au,53,3982,6161,8602,2768,2019
Fiji National University,www.fnu.ac.fj,54,4267,11680,2622,3900,2019
